Latitude,Longitude,UseCategory,Buildings,Units,Stories,Rooms,Beds,YearBuilt,Baths,Area,LandValue,ImprovementValue,HomeValue,LatestDocument
37.7880078,-122.2823799,Single-family Detached,1,0,3,5,3,2015,2.5,2642,363151,847534,1210685,2015
37.7739551,-122.2728989,Single-family Attached,1,4,2,14,6,1952,4.0,4072,363221,847515,1210736,2015
37.7768041,-122.2567107,Single-family Detached,1,0,2,6,4,2015,3.0,2539,364559,850673,1215232,2015
37.7809457,-122.2875632,Single-family Detached,1,1,2,11,4,2005,3.5,3743,364848,850396,1215244,2015
37.7562549,-122.2351878,Single-family Detached,1,1,1,6,3,1920,2.0,1717,365281,855443,1220724,2015
37.7889595,-122.2825571,Single-family Detached,1,0,2,6,4,2015,3.5,2695,367481,857493,1224974,2015
37.7669837,-122.2632938,Single-family Detached,1,1,1,7,3,1911,2.5,2814,369237,861553,1230790,2015
37.77009,-122.2459944,Single-family Attached,1,4,2,18,9,1968,4.5,4330,369887,863069,1232956,2015
37.7889426,-122.282247,Single-family Detached,1,0,2,6,4,2015,3.5,2712,370945,865503,1236448,2015
37.7836277,-122.2876573,Single-family Detached,1,1,1,9,3,2006,2.5,2805,373131,870845,1243976,2015
37.7602734,-122.2335035,Single-family Detached,1,1,2,6,3,1915,1.5,1581,432968,818633,1251601,2015
37.7753476,-122.2581509,Single-family Attached,1,4,2,12,6,1900,3.0,3205,375830,876938,1252768,2015
37.7452352,-122.2485056,Single-family Detached,1,1,1,8,3,1980,2.0,2229,432968,822639,1255607,2015
37.7879977,-122.2822913,Single-family Detached,1,0,3,6,4,2015,3.5,2510,376790,879358,1256148,2015
37.7892812,-122.2826015,Single-family Detached,1,0,3,7,5,2015,4.5,3226,377223,880115,1257338,2015
37.7426058,-122.2532695,Single-family Detached,1,1,1,8,4,1989,3.0,2073,379127,884630,1263757,2015
37.740533,-122.2566373,Single-family Detached,1,1,1,8,4,1996,3.0,2202,379127,884630,1263757,2015
37.7743052,-122.2631015,Single-family Attached,2,4,2,21,10,1900,4.5,3955,494514,769244,1263758,2015
37.7618196,-122.2347889,Single-family Detached,1,1,1,8,4,1933,3.0,2358,379127,892748,1271875,2015
37.7616356,-122.2461347,Single-family Attached,1,3,2,10,3,1905,3.0,2309,432968,844287,1277255,2015
37.7591125,-122.2496357,Single-family Detached,1,1,2,12,3,1912,3.0,3520,521987,759586,1281573,2015
37.7621753,-122.2344786,Single-family Detached,1,1,2,7,3,1927,2.5,2390,454212,832736,1286948,2015
37.7689204,-122.2444949,Single-family Attached,2,3,2,14,7,1930,3.0,3280,487089,811815,1298904,2015
37.7658298,-122.2279409,Single-family Detached,1,1,2,8,3,1950,2.5,2321,487089,811815,1298904,2015
37.7449698,-122.2566373,Single-family Detached,1,1,1,0,3,1990,2.5,1736,392314,915400,1307714,2015
37.7879926,-122.2820034,Single-family Detached,1,0,3,5,3,2015,3.5,2623,393459,918000,1311459,2015
37.788421,-122.282247,Single-family Detached,1,0,2,6,4,2015,3.5,2879,394650,921031,1315681,2015
37.7624985,-122.2309771,Single-family Detached,1,1,1,7,3,1947,2.0,1992,395611,923092,1318703,2015
37.7399246,-122.2471539,Single-family Detached,1,1,1,8,4,1991,3.0,2476,494514,824190,1318704,2015
37.7842279,-122.2849937,Single-family Detached,1,1,1,8,5,2006,3.0,2805,460028,860523,1320551,2015
37.7656962,-122.2585871,Single-family Detached,1,1,1,9,4,1924,3.5,2437,396787,925838,1322625,2015
37.7629684,-122.2410381,Single-family Detached,1,1,1,10,4,1905,2.5,2384,399237,931554,1330791,2015
37.7407316,-122.2536683,Single-family Detached,1,1,1,6,3,1988,2.5,2056,405501,946170,1351671,2015
37.7395226,-122.2557954,Single-family Detached,1,1,1,8,4,1996,2.5,2450,405907,947117,1353024,2015
37.741298,-122.2399079,Single-family Detached,1,1,1,8,4,1984,3.0,2534,410446,957708,1368154,2015
37.7618743,-122.2355866,Single-family Detached,1,1,2,6,3,1930,3.5,2980,494514,873641,1368155,2015
37.7424829,-122.2517185,Single-family Detached,1,1,1,9,4,1987,3.0,3126,411013,959031,1370044,2015
37.7387411,-122.2522502,Single-family Detached,1,1,2,8,4,1993,3.0,2659,412095,961555,1373650,2015
37.7451587,-122.2480846,Single-family Detached,1,1,1,9,4,1986,2.5,2463,414025,966059,1380084,2015
37.7840746,-122.2855415,Single-family Detached,1,1,2,9,4,2006,2.5,2925,432968,947117,1380085,2015
37.762085,-122.2336143,Single-family Detached,1,1,1,7,3,1926,1.5,2088,415649,969848,1385497,2015
37.743039,-122.259296,Single-family Detached,1,1,2,9,4,1997,4.0,3094,417132,973309,1390441,2015
37.7420037,-122.2435199,Single-family Detached,1,1,1,9,4,1985,3.0,2705,421985,984632,1406617,2015
37.7663851,-122.2627966,Single-family Detached,1,1,2,8,3,1914,3.0,3296,421985,984632,1406617,2015
37.7403147,-122.2394647,Single-family Detached,1,1,1,8,4,1981,3.0,2536,422143,985002,1407145,2015
37.7677368,-122.2619104,Single-family Detached,1,1,2,11,4,1923,4.0,2918,422621,986116,1408737,2015
37.7751985,-122.2696241,Single-family Attached,1,2,2,10,4,1917,5.0,3029,424622,990786,1415408,2015
37.7438659,-122.2590302,Single-family Detached,1,1,1,9,4,1990,3.0,2427,424886,991401,1416287,2015
37.7462805,-122.2479516,Single-family Detached,1,1,1,10,4,1988,3.0,2663,427988,998640,1426628,2015
37.776259,-122.2828693,Single-family Attached,2,3,2,22,9,1916,4.5,4882,428578,1000017,1428595,2015
37.7462196,-122.2548648,Single-family Detached,1,1,2,9,4,1999,4.5,4194,481790,951401,1433191,2015
37.7627615,-122.23439,Single-family Detached,1,1,2,6,3,1962,2.5,2547,487089,956318,1443407,2015
37.7884379,-122.2825571,Single-family Detached,1,0,3,7,5,2015,3.5,3270,444658,1037499,1482157,2015
37.7670733,-122.264569,Single-family Detached,1,1,2,7,3,1904,2.5,2682,445062,1050895,1495957,2015
37.7407475,-122.2584984,Single-family Detached,1,1,1,8,4,1997,3.0,2202,452688,1056272,1508960,2015
37.7511187,-122.2333262,Single-family Detached,1,1,1,9,4,1984,3.0,2546,454616,1060771,1515387,2015
37.76913,-122.2657654,Single-family Detached,1,1,1,7,3,1905,3.0,2410,465981,1087290,1553271,2015
37.7609177,-122.2340797,Single-family Detached,1,1,2,7,3,1905,3.0,2790,465981,1090350,1556331,2015
37.7427406,-122.2588086,Single-family Detached,1,1,1,9,5,1997,4.0,3094,469878,1096383,1566261,2015
37.7673167,-122.2623092,Single-family Detached,1,1,1,7,4,1890,2.5,2764,477746,1114740,1592486,2015
37.763591,-122.233016,Single-family Detached,1,1,2,7,4,1928,3.0,2681,487089,1136541,1623630,2015
37.7404886,-122.2594068,Single-family Detached,1,1,1,11,6,1998,4.0,3580,506517,1181875,1688392,2015
37.7722273,-122.2619482,Single-family Detached,1,1,3,9,5,1890,3.5,2859,478030,1221842,1699872,2015
37.7633794,-122.2305339,Single-family Detached,1,1,2,8,5,1959,4.5,3361,510997,1192328,1703325,2015
37.759255,-122.2364731,Single-family Detached,1,1,2,10,4,1898,3.0,3752,527481,1277200,1804681,2015
37.7440454,-122.2588086,Single-family Detached,1,1,1,9,4,1991,3.0,2310,560449,1307714,1868163,2015
37.7472253,-122.252915,Single-family Detached,1,0,1,8,4,1987,3.5,2542,811815,1082420,1894235,2015
37.7667305,-122.2505663,Single-family Attached,1,3,2,15,6,1890,5.0,4086,572757,1336616,1909373,2015
37.744293,-122.258313,Single-family Detached,1,1,1,9,4,1990,3.0,2299,576933,1346177,1923110,2015
37.7672718,-122.2586757,Single-family Detached,1,1,1,10,3,1936,2.5,2824,649452,1342200,1991652,2015
37.767763,-122.2584098,Single-family Detached,1,1,2,10,5,1903,2.5,3296,593416,1469139,2062555,2015
37.7662534,-122.264569,Single-family Detached,1,1,2,7,4,1915,3.5,3633,626054,1466642,2092696,2015
37.7408139,-122.2593182,Single-family Detached,1,1,1,11,6,1998,4.5,3256,633215,1477503,2110718,2015
37.7457689,-122.2549977,Single-family Detached,1,1,2,12,5,1996,5.0,5208,811815,1417970,2229785,2015
37.7465528,-122.2534689,Single-family Detached,1,1,3,12,5,1990,4.0,5390,701408,1636619,2338027,2015
37.7732825,-122.2503779,Single-family Detached,1,1,1,4,2,1905,1.0,762,19728,12778,32506,2016
37.7740981,-122.2486762,Single-family Detached,1,1,1,5,2,1912,1.5,1053,27350,17742,45092,2016
37.7745951,-122.2554741,Single-family Detached,1,1,1,5,2,1915,1.0,793,34524,13002,47526,2016
37.7784602,-122.2701076,Single-family Detached,1,1,1,6,2,1910,1.0,1036,35197,16589,51786,2016
37.7650075,-122.2564613,Single-family Attached,1,2,0,0,0,1905,0.0,1964,31386,21521,52907,2016
37.7325034,-122.2321295,Single-family Detached,1,1,1,4,2,1937,1.0,844,31834,21521,53355,2016
37.7754252,-122.2526048,Single-family Detached,1,1,1,6,3,1895,1.5,1226,37887,17038,54925,2016
37.7773383,-122.2639044,Single-family Detached,1,1,1,8,4,1890,1.0,1287,47079,9415,56494,2016
37.7757607,-122.2790572,Single-family Detached,1,1,2,6,3,1906,1.0,1108,43043,13451,56494,2016
37.770729,-122.270277,Single-family Attached,1,2,0,0,0,1895,0.0,2370,40353,17262,57615,2016
37.772136,-122.2740951,Single-family Detached,1,1,1,4,2,1920,1.0,985,39008,18607,57615,2016
37.764281,-122.236739,Single-family Detached,1,1,1,5,2,1922,1.0,1086,36990,21297,58287,2016
37.7714646,-122.2677592,Single-family Attached,1,2,0,0,0,1895,0.0,2155,47079,13899,60978,2016
37.772592,-122.274153,Single-family Detached,1,1,1,5,2,1922,1.0,1032,40577,22105,62682,2016
37.737172,-122.244337,Townhouse,1,1,1,4,2,1977,2.0,1206,35394,27314,62708,2016
37.7732776,-122.282243,Single-family Detached,1,1,1,8,4,1900,1.0,2077,52011,12330,64341,2016
37.7570911,-122.2395312,Single-family Detached,1,1,1,5,2,1924,1.0,1106,46855,18831,65686,2016
37.7751907,-122.2866653,Single-family Detached,1,1,1,5,3,1910,1.0,834,50637,15729,66366,2016
37.7716344,-122.2708608,Single-family Attached,1,2,0,0,0,1908,0.0,2096,42593,24658,67251,2016
37.7741029,-122.280093,Single-family Detached,1,1,1,4,2,1896,1.0,1283,57616,12106,69722,2016
37.7711087,-122.2523389,Single-family Detached,1,1,1,8,4,1900,1.0,1279,47377,22692,70069,2016
37.7762309,-122.2888479,Single-family Detached,1,1,1,6,3,1944,1.0,1044,42371,28247,70618,2016
37.774087,-122.268114,Single-family Detached,1,1,1,5,2,1894,1.0,1507,55826,15165,70991,2016
37.7345978,-122.2354094,Single-family Detached,1,1,1,5,2,1920,1.0,1119,49292,23403,72695,2016
37.7716614,-122.2535797,Single-family Detached,1,1,2,6,3,1905,1.5,1243,55918,18432,74350,2016
37.7672324,-122.2518514,Single-family Attached,1,2,2,6,2,1895,2.0,2163,50439,25696,76135,2016
37.763491,-122.2470617,Single-family Detached,1,1,1,5,2,1895,1.0,1578,56495,20607,77102,2016
37.7602596,-122.2330603,Single-family Detached,1,1,1,6,3,1926,1.0,1244,52908,25557,78465,2016
37.7609766,-122.2426779,Single-family Detached,1,1,2,6,3,1905,1.0,1679,55374,23315,78689,2016
37.7339325,-122.2476968,Townhouse,1,1,2,4,2,1968,1.5,1188,25781,52908,78689,2016
37.7616792,-122.2641702,Single-family Detached,1,1,1,6,3,1963,2.0,1243,41473,39007,80480,2016
37.773254,-122.2838419,Single-family Attached,1,3,1,10,4,1948,3.0,2344,37215,43940,81155,2016
37.7732201,-122.283709,Single-family Attached,1,3,1,10,4,1948,3.0,2344,37215,43940,81155,2016
37.7727231,-122.2582769,Single-family Detached,1,1,2,6,3,1929,1.0,1435,47976,34300,82276,2016
37.7565358,-122.2403733,Single-family Detached,1,1,0,0,0,1920,0.0,1871,55620,28689,84309,2016
37.7563113,-122.2389107,Single-family Detached,1,1,1,5,3,1905,1.0,1174,65936,19177,85113,2016
37.7358839,-122.24497,Townhouse,1,1,2,6,3,1967,2.5,1609,22867,62772,85639,2016
37.7756701,-122.2655217,Single-family Detached,1,1,2,7,4,1896,2.5,2153,13675,72050,85725,2016
37.7574026,-122.2280074,Single-family Detached,1,1,1,7,3,1912,1.0,1480,60082,26229,86311,2016
37.7606148,-122.2462122,Single-family Detached,1,1,1,6,3,1905,1.0,1817,46449,40398,86847,2016
37.7586659,-122.2266776,Single-family Detached,1,1,1,5,2,1924,1.0,1234,60978,26005,86983,2016
37.7737832,-122.2571247,Single-family Detached,1,1,2,8,5,1896,2.0,3069,64838,23077,87915,2016
37.7666383,-122.2326503,Single-family Detached,1,1,1,5,2,1925,1.5,1321,56943,31161,88104,2016
37.733945,-122.2470621,Townhouse,1,1,2,7,3,1968,2.5,1584,22867,65462,88329,2016
37.7357167,-122.2462255,Townhouse,1,1,2,8,4,1967,2.5,1628,23988,65238,89226,2016
37.735636,-122.242777,Townhouse,1,1,1,4,2,1971,2.0,1274,31610,58288,89898,2016
37.736143,-122.2433,Townhouse,1,1,2,6,3,1972,2.5,1673,22642,67480,90122,2016
37.730597,-122.240616,Townhouse,1,1,1,4,2,1970,2.0,1274,34076,56046,90122,2016
37.7313768,-122.2432429,Townhouse,1,1,2,5,3,1970,2.5,1639,26902,64117,91019,2016
37.7358476,-122.2421571,Townhouse,1,1,2,6,3,1972,2.5,1766,21746,69497,91243,2016
37.75546,-122.2441404,Single-family Detached,1,1,1,6,3,1932,1.0,1494,60754,30937,91691,2016
37.7304648,-122.2409595,Townhouse,1,1,2,6,3,1970,2.5,1766,23539,68152,91691,2016
37.7600235,-122.2395423,Single-family Detached,1,1,1,6,3,1924,1.0,1369,65446,26510,91956,2016
37.7347773,-122.2422125,Single-family Detached,1,1,1,7,3,1965,2.0,1439,36542,55598,92140,2016
37.761652,-122.266495,Single-family Detached,1,1,1,7,4,1964,2.0,1411,43716,49545,93261,2016
37.730534,-122.233381,Single-family Detached,1,1,1,7,4,1964,2.0,1507,43268,50442,93710,2016
37.760534,-122.2642588,Single-family Detached,1,1,1,6,4,1963,2.0,1411,44613,49321,93934,2016
37.7357752,-122.2415699,Single-family Detached,1,1,2,6,4,1965,2.0,1193,35869,59185,95054,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,95226,0,95226,2016
37.7346703,-122.2420131,Single-family Detached,1,1,1,7,3,1965,2.0,1439,40353,54925,95278,2016
37.7619814,-122.2669617,Single-family Detached,1,1,1,6,4,1964,2.0,1393,48424,48424,96848,2016
37.7625676,-122.2668731,Single-family Detached,1,1,1,6,4,1964,2.0,1411,48200,48872,97072,2016
37.7745824,-122.2573746,Single-family Attached,1,3,1,14,5,1950,3.0,2549,43940,53356,97296,2016
37.7345548,-122.2441625,Townhouse,1,1,2,7,4,1971,2.5,1730,21297,76193,97490,2016
37.7574501,-122.228096,Single-family Detached,1,1,1,6,3,1912,1.0,1679,68354,30111,98465,2016
37.7731858,-122.2889365,Single-family Detached,1,1,1,6,3,1943,1.0,1010,29617,68946,98563,2016
37.7721416,-122.2507879,Single-family Detached,1,1,1,5,2,1905,1.0,1017,38784,60102,98886,2016
37.7719181,-122.2618281,Single-family Detached,1,1,2,8,4,1895,2.5,2468,61875,39092,100967,2016
37.7607872,-122.2556846,Single-family Detached,1,1,1,5,3,1959,2.0,1453,44613,57840,102453,2016
37.7514671,-122.2388395,Townhouse,1,1,2,6,3,1972,2.5,1472,48134,55167,103301,2016
37.7760479,-122.2896895,Single-family Detached,1,1,1,6,2,1940,1.0,1402,45189,59920,105109,2016
37.7355202,-122.2358083,Single-family Detached,1,1,1,4,2,1920,1.0,809,65860,39785,105645,2016
37.7629926,-122.2355866,Single-family Detached,1,1,1,4,1,1950,1.0,1036,52908,52942,105850,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,107435,0,107435,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,107435,0,107435,2016
37.7695996,-122.2678257,Single-family Detached,1,1,1,6,3,1915,1.0,1586,58288,49813,108101,2016
37.7321713,-122.2341233,Townhouse,1,1,2,5,3,1975,1.5,1334,37924,70246,108170,2016
37.7609491,-122.2586314,Single-family Detached,1,1,1,6,3,1959,2.0,1608,50217,59409,109626,2016
37.7763079,-122.2604481,Single-family Attached,1,2,2,10,4,1893,2.0,2068,30038,79713,109751,2016
37.774702,-122.25927,Single-family Detached,1,1,2,8,2,1902,2.0,1402,85281,25176,110457,2016
37.762655,-122.2639044,Single-family Detached,1,1,1,8,4,1963,2.0,1640,43655,67953,111608,2016
37.762334,-122.2554409,Single-family Detached,1,1,1,5,3,1962,2.0,1602,50442,65014,115456,2016
37.7676329,-122.231752,Single-family Detached,0,0,0,0,0,0,0.0,0,116748,0,116748,2016
37.7590933,-122.2397196,Single-family Detached,1,1,1,4,2,1895,1.0,840,98073,19695,117768,2016
37.7617494,-122.2381019,Single-family Detached,1,1,1,6,3,1907,2.0,1393,88938,29153,118091,2016
37.7601748,-122.2329716,Single-family Detached,1,1,1,7,4,1926,2.0,1745,76710,41802,118512,2016
37.7652406,-122.2658097,Single-family Detached,1,1,1,6,3,1963,2.5,1799,59633,62323,121956,2016
37.7767525,-122.2883606,Single-family Attached,1,3,2,15,9,1967,3.0,3778,42371,82052,124423,2016
37.7587311,-122.2455142,Single-family Attached,1,3,2,11,5,1896,3.0,3312,84898,39529,124427,2016
37.7586999,-122.2268106,Single-family Detached,1,1,1,7,3,1925,2.0,2618,69049,58696,127745,2016
37.7564629,-122.2318192,Single-family Detached,1,1,1,5,2,1930,1.0,907,60915,67005,127920,2016
37.7677539,-122.262708,Single-family Detached,1,1,2,9,4,1968,2.5,2714,28023,100435,128458,2016
37.7605601,-122.2259684,Single-family Detached,1,1,2,9,5,1915,2.0,1959,58288,72812,131100,2016
37.7668232,-122.267582,Single-family Detached,1,1,1,7,4,1964,2.0,1841,68377,63669,132046,2016
37.7580071,-122.241171,Single-family Attached,3,3,1,13,5,1925,3.0,2838,65493,67285,132778,2016
37.7764653,-122.2787028,Single-family Detached,1,1,1,4,2,1925,1.0,893,94558,40013,134571,2016
37.7547553,-122.2444949,Single-family Detached,1,1,1,8,3,1961,2.5,2399,48872,91244,140116,2016
37.7537524,-122.228362,Single-family Detached,1,1,1,7,3,1956,2.0,2095,58512,82725,141237,2016
37.7720448,-122.2796332,Single-family Detached,1,1,1,4,1,1910,1.0,1032,104152,40578,144730,2016
37.7779283,-122.2690442,Single-family Detached,1,1,1,4,2,1915,1.0,1104,123048,23147,146195,2016
37.7634187,-122.2567702,Single-family Detached,1,1,1,6,3,1963,2.0,1978,61101,86410,147511,2016
37.7676464,-122.2674491,Single-family Detached,1,1,2,7,3,1952,2.5,2742,58512,94158,152670,2016
37.7733131,-122.2481732,Single-family Detached,1,1,1,5,2,1906,2.0,1266,39999,114293,154292,2016
37.7577774,-122.2309328,Single-family Detached,1,1,2,8,4,0,2.5,2542,86262,69869,156131,2016
37.7638375,-122.2579002,Single-family Detached,1,1,1,6,3,1963,2.0,2149,50666,109851,160517,2016
37.7332425,-122.2466475,Townhouse,1,1,2,6,3,1968,2.5,1628,79220,81333,160553,2016
37.7354639,-122.2375811,Single-family Detached,1,1,1,7,3,1920,2.0,1755,47454,113598,161052,2016
37.7727628,-122.2836204,Single-family Detached,1,1,1,6,2,1919,1.0,1291,127312,36143,163455,2016
37.776316,-122.2709051,Single-family Detached,1,1,1,6,2,1984,1.0,1183,58398,111534,169932,2016
37.7678313,-122.2606254,Single-family Detached,1,1,2,16,11,1892,3.5,5261,98377,74560,172937,2016
37.7705439,-122.2596036,Single-family Attached,1,4,3,22,10,1946,4.0,3346,112695,61626,174321,2016
37.774093,-122.259861,Single-family Attached,1,2,0,0,0,1906,0.0,2197,127494,48686,176180,2016
37.7672058,-122.2666958,Single-family Detached,1,1,2,9,4,1971,2.5,3070,31161,150205,181366,2016
37.7594502,-122.2286279,Single-family Detached,1,1,1,5,2,1910,1.0,1260,37145,148584,185729,2016
37.7337859,-122.2463452,Townhouse,1,1,2,7,3,1968,2.5,1584,108320,78081,186401,2016
37.7653268,-122.2341683,Single-family Detached,1,1,1,7,4,1920,2.5,1574,128654,65277,193931,2016
37.7632137,-122.2257025,Single-family Attached,1,2,2,8,4,1985,2.0,1526,63485,131363,194848,2016
37.7767356,-122.2885378,Single-family Attached,1,3,1,13,4,1949,3.0,2136,160410,37564,197974,2016
37.7597827,-122.2347445,Single-family Detached,1,1,1,6,3,1921,1.0,1791,111248,86899,198147,2016
37.7777177,-122.2636385,Single-family Detached,1,1,1,4,2,1910,1.0,916,59023,139889,198912,2016
37.7718026,-122.2808515,Single-family Attached,1,4,2,8,0,1971,4.0,2738,133935,69925,203860,2016
37.7370674,-122.2375811,Single-family Detached,1,1,1,6,3,1946,2.0,1267,137787,66161,203948,2016
37.7625696,-122.2281182,Single-family Detached,1,1,1,7,3,1929,1.0,1593,146015,59027,205042,2016
37.762386,-122.235498,Single-family Detached,1,1,1,8,3,1926,2.0,1885,130481,76217,206698,2016
37.7354081,-122.2459668,Townhouse,1,1,2,5,3,1965,1.5,1280,62428,145666,208094,2016
37.7733348,-122.2508049,Single-family Detached,1,1,1,6,2,1931,1.0,1082,72834,136565,209399,2016
37.7631718,-122.2487937,Single-family Attached,1,2,0,0,0,1910,0.0,1725,65004,146366,211370,2016
37.762925,-122.2358083,Single-family Attached,1,3,0,0,0,1895,0.0,2898,112268,104799,217067,2016
37.7710522,-122.2456915,Single-family Attached,1,2,0,0,0,1902,0.0,1798,72998,148217,221215,2016
37.7687549,-122.2456472,Single-family Attached,1,2,2,7,3,1890,2.0,1745,66653,155524,222177,2016
37.7750571,-122.2562879,Single-family Attached,1,2,0,0,0,1895,0.0,1654,74458,151894,226352,2016
37.7388366,-122.2419244,Single-family Detached,1,1,0,7,3,1981,2.5,2197,68062,158814,226876,2016
37.7768174,-122.2707279,Single-family Detached,1,1,1,6,2,1910,1.0,1536,150218,77390,227608,2016
37.7513379,-122.2392,Townhouse,1,1,2,5,2,1972,1.5,1321,91400,137100,228500,2016
37.7589457,-122.2294258,Single-family Detached,1,1,1,5,2,1912,1.0,1246,190217,41292,231509,2016
37.7344274,-122.234257,Single-family Detached,1,1,1,6,3,1922,1.0,1005,84032,150988,235020,2016
37.7697625,-122.2464279,Single-family Detached,1,1,2,7,3,1895,1.0,1357,71628,167083,238711,2016
37.7541384,-122.2278301,Single-family Detached,1,1,1,6,3,1958,2.0,3593,58479,181528,240007,2016
37.766285,-122.2559283,Single-family Attached,1,3,2,10,3,1895,3.0,2099,225696,15845,241541,2016
37.7556854,-122.2350991,Single-family Detached,1,1,1,6,3,1920,1.0,1247,36417,209400,245817,2016
37.7623744,-122.2666515,Single-family Detached,1,1,1,6,4,1964,2.0,1393,94721,151553,246274,2016
37.7313608,-122.2402951,Townhouse,1,1,2,5,3,1970,1.5,1340,74276,173311,247587,2016
37.7604778,-122.248705,Single-family Attached,1,2,2,11,4,1890,3.0,1751,212932,38166,251098,2016
37.7612657,-122.2638157,Single-family Detached,1,1,1,5,3,1963,2.0,1438,132609,120674,253283,2016
37.7766716,-122.2696202,Single-family Detached,1,1,1,5,3,1912,2.0,1155,76790,176618,253408,2016
37.770619,-122.271557,Single-family Detached,1,1,1,6,3,1917,1.0,1353,76476,181176,257652,2016
37.7330675,-122.2429881,Townhouse,1,1,1,4,2,1969,2.0,1274,103425,155138,258563,2016
37.7730432,-122.2461933,Single-family Detached,1,1,1,5,2,1918,1.0,1068,108785,150434,259219,2016
37.7728469,-122.257097,Single-family Detached,1,1,1,5,2,1917,1.0,1385,202702,56832,259534,2016
37.7745009,-122.2547762,Single-family Detached,1,1,1,5,2,1940,1.5,1250,72834,188748,261582,2016
37.7726891,-122.2640785,Single-family Attached,2,2,1,9,4,1909,2.0,1902,89258,173160,262418,2016
37.7352977,-122.2449338,Townhouse,1,1,2,7,4,1967,2.5,1628,148904,113868,262772,2016
37.7548844,-122.2333262,Single-family Detached,1,1,1,5,2,1911,2.0,1092,79065,184486,263551,2016
37.7784218,-122.2874757,Single-family Attached,2,2,1,8,4,1920,2.0,1804,89258,177623,266881,2016
37.7294619,-122.2319522,Single-family Detached,1,1,1,7,3,1964,2.0,1636,36417,233071,269488,2016
37.7715429,-122.263777,Single-family Attached,1,1,1,5,2,1946,1.0,1062,81827,190714,272541,2016
37.7595728,-122.241171,Single-family Detached,1,1,1,9,5,1895,2.0,1432,163758,108958,272716,2016
37.7609301,-122.2320852,Single-family Attached,1,3,0,0,0,1895,0.0,1973,67243,206083,273326,2016
37.7606771,-122.2471983,Single-family Detached,1,1,1,6,3,1910,1.0,1373,109814,164721,274535,2016
37.7330252,-122.2406835,Single-family Detached,1,1,1,6,3,1966,2.0,1385,116359,158331,274690,2016
37.7736399,-122.2711266,Single-family Detached,1,1,2,6,3,1897,2.0,1665,80503,194652,275155,2016
37.7298146,-122.2373041,Single-family Detached,1,1,1,5,3,1986,2.5,1371,120359,159872,280231,2016
37.765813,-122.267827,Single-family Detached,1,1,1,6,4,1964,2.0,1243,107109,174490,281599,2016
37.7746543,-122.2585427,Single-family Detached,1,1,1,5,2,1900,1.0,968,112009,169764,281773,2016
37.7737466,-122.2600493,Single-family Detached,1,1,1,8,4,1890,2.0,1691,84882,198058,282940,2016
37.762628,-122.2432208,Single-family Attached,1,2,2,10,4,1925,2.5,2718,85408,199285,284693,2016
37.7740124,-122.2524718,Single-family Detached,1,1,1,8,5,1926,1.0,1840,85598,199728,285326,2016
37.7681212,-122.255042,Single-family Detached,1,1,1,5,2,1908,1.0,1369,197035,88852,285887,2016
37.7772204,-122.2695316,Single-family Detached,1,1,1,6,3,1912,1.0,1267,85972,200348,286320,2016
37.7763805,-122.272766,Single-family Detached,1,1,1,7,3,1924,2.0,1484,86222,201185,287407,2016
37.7600746,-122.2489266,Single-family Detached,1,2,1,8,4,1885,2.0,1459,86251,201253,287504,2016
37.7730903,-122.2615992,Single-family Attached,1,2,1,10,4,1925,2.0,2380,83577,204103,287680,2016
37.7713897,-122.2653223,Single-family Detached,1,1,1,5,2,1921,1.0,1196,86579,202019,288598,2016
37.7757091,-122.2903097,Single-family Detached,1,1,1,6,3,1945,1.0,1003,86632,202142,288774,2016
37.7314171,-122.2438745,Townhouse,1,1,2,6,3,1970,2.5,1766,87507,201267,288774,2016
37.7346581,-122.2344786,Single-family Detached,1,1,1,6,3,1922,2.5,1419,76114,212906,289020,2016
37.7578472,-122.2401073,Single-family Detached,1,1,1,6,2,1925,1.0,1289,104304,184920,289224,2016
37.7361596,-122.2437639,Townhouse,1,1,2,7,4,1968,2.5,1628,116334,174501,290835,2016
37.7340251,-122.2454699,Townhouse,1,1,2,7,3,1968,2.5,1584,87508,204186,291694,2016
37.7333701,-122.2455696,Townhouse,1,1,2,5,3,1967,1.5,1280,87634,204211,291845,2016
37.7309362,-122.2358026,Townhouse,1,1,2,5,3,1974,1.5,1334,87960,204983,292943,2016
37.7317464,-122.2446279,Townhouse,1,1,2,5,3,1971,2.5,1639,93171,200749,293920,2016
