Latitude,Longitude,UseCategory,Buildings,Units,Stories,Rooms,Beds,YearBuilt,Baths,Area,LandValue,ImprovementValue,HomeValue,LatestDocument
37.735823,-122.243335,Townhouse,1,1,2,6,3,1971,2.5,1766,151416,353080,504496,2001
37.7546414,-122.2405949,Single-family Detached,1,1,1,6,2,1926,1.5,1354,151822,354026,505848,2001
37.7290892,-122.2364731,Single-family Detached,1,1,1,5,3,1987,2.5,1356,152928,356832,509760,2001
37.7636277,-122.2320409,Single-family Detached,1,1,2,8,3,1928,2.5,3611,263134,254041,517175,2001
37.7391237,-122.251364,Single-family Detached,1,1,1,6,3,1990,2.5,2364,282257,236272,518529,2001
37.7717486,-122.2643918,Single-family Detached,1,1,2,8,3,1896,2.0,1709,155990,363977,519967,2001
37.758292,-122.235601,Single-family Detached,1,1,2,8,3,1890,3.0,2044,141557,378501,520058,2001
37.7743208,-122.2712152,Single-family Detached,1,1,1,6,3,1915,1.0,1058,157061,366476,523537,2001
37.7357315,-122.2422242,Townhouse,1,1,2,7,4,1972,2.5,1766,157061,366476,523537,2001
37.7323624,-122.2413098,Townhouse,1,1,2,7,4,1970,2.5,1730,157061,366476,523537,2001
37.7288355,-122.2371822,Single-family Detached,1,1,1,5,3,1987,2.5,1356,158440,369694,528134,2001
37.7385638,-122.2568589,Single-family Detached,1,1,1,8,4,1997,2.5,2123,179104,350075,529179,2001
37.7746931,-122.2515855,Single-family Attached,1,2,2,10,4,1895,3.0,2772,158968,370927,529895,2001
37.7292312,-122.2343331,Single-family Detached,1,1,1,5,3,1987,2.5,1607,159656,372531,532187,2001
37.7604918,-122.2590302,Single-family Detached,1,1,2,6,6,1961,4.0,2266,141008,391799,532807,2001
37.7590852,-122.2402957,Single-family Detached,1,1,1,5,2,1910,1.0,1256,160781,375155,535936,2001
37.7455981,-122.2459131,Single-family Detached,1,1,1,5,3,1984,2.0,1522,165327,372073,537400,2001
37.7719126,-122.2475373,Single-family Attached,1,2,0,0,5,1905,2.0,3149,162087,378204,540291,2001
37.7646553,-122.2396642,Single-family Detached,1,1,2,7,4,1900,1.5,1879,162087,378204,540291,2001
37.734576,-122.2429074,Townhouse,1,1,2,8,4,1961,2.5,1730,163261,380942,544203,2001
37.7399045,-122.2513725,Single-family Detached,1,1,1,6,3,1989,2.5,1691,218356,326545,544901,2001
37.7775552,-122.2646576,Single-family Detached,1,1,1,7,3,1900,1.0,1120,164914,384799,549713,2001
37.7421185,-122.2548648,Single-family Detached,1,1,1,9,4,1989,3.0,2857,278623,272235,550858,2001
37.7667932,-122.2707279,Single-family Detached,1,1,1,8,4,1965,2.0,1841,186343,365519,551862,2001
37.7290521,-122.2324398,Single-family Detached,1,1,1,6,3,1964,2.0,1389,166139,387659,553798,2001
37.7338168,-122.2383345,Single-family Detached,1,1,2,9,5,1966,3.5,2728,166952,389554,556506,2001
37.7754254,-122.2761332,Single-family Detached,1,1,2,9,5,1912,3.5,2164,134802,424621,559423,2001
37.7774815,-122.2787914,Single-family Detached,1,1,1,7,4,2000,2.5,1590,157630,401888,559518,2001
37.7639468,-122.2683352,Single-family Detached,1,1,2,9,4,1988,3.0,2211,170191,397114,567305,2001
37.7409551,-122.2417028,Single-family Detached,1,1,0,0,4,1979,2.5,2310,170955,398648,569603,2001
37.7442108,-122.2571691,Single-family Detached,1,1,1,6,3,1991,2.5,1652,368403,201865,570268,2001
37.7431156,-122.2562385,Single-family Detached,1,1,1,9,4,1989,3.0,2310,350204,221344,571548,2001
37.7423262,-122.2569918,Single-family Detached,1,1,1,7,3,1989,2.5,2205,189867,385424,575291,2001
37.7619435,-122.2640373,Single-family Detached,1,1,1,5,3,1963,2.0,1438,175660,409874,585534,2001
37.7656543,-122.2454256,Single-family Attached,1,3,2,6,2,1900,2.0,2846,180895,421860,602755,2001
37.7475058,-122.2515896,Townhouse,1,1,0,0,3,1979,2.5,2001,212631,393637,606268,2001
37.7409386,-122.247863,Single-family Detached,1,1,1,9,4,1986,2.5,2359,183956,429231,613187,2001
37.7395936,-122.2554409,Single-family Detached,1,1,1,6,3,1993,3.0,1522,184374,430207,614581,2001
37.7809297,-122.2745825,Single-family Detached,1,1,1,7,4,1998,2.5,1860,185995,433989,619984,2001
37.7455937,-122.244096,Single-family Detached,1,1,1,6,3,1984,2.0,1503,186400,434935,621335,2001
37.7410293,-122.2437193,Single-family Detached,1,1,0,0,2,1981,2.0,1407,187211,436826,624037,2001
37.740901,-122.2418801,Single-family Detached,1,1,0,0,3,1979,3.0,2774,187840,438293,626133,2001
37.7455704,-122.2510094,Single-family Detached,1,1,1,8,4,1987,2.5,2483,188043,438497,626540,2001
37.7346928,-122.2506106,Single-family Detached,1,1,1,6,2,1992,2.0,1489,190047,443444,633491,2001
37.750997,-122.2337251,Single-family Detached,1,1,1,10,4,1985,3.0,2628,191969,447928,639897,2001
37.761012,-122.2654995,Single-family Detached,1,1,1,6,3,1963,2.0,1485,194259,453273,647532,2001
37.7436193,-122.247021,Single-family Detached,1,1,0,0,3,1979,3.0,1779,194505,453845,648350,2001
37.7640327,-122.2590302,Single-family Detached,1,1,1,6,3,1963,2.0,1925,195620,456447,652067,2001
37.7547988,-122.2387667,Single-family Detached,1,1,1,7,3,1927,2.0,1843,196531,458572,655103,2001
37.7603014,-122.2293814,Single-family Detached,1,1,1,7,2,1925,1.5,2278,200583,468027,668610,2001
37.7669822,-122.2666958,Single-family Detached,1,1,2,7,3,1971,2.5,2403,178516,490919,669435,2001
37.7387476,-122.2504623,Single-family Detached,1,1,1,6,3,1990,2.5,1691,202939,473525,676464,2001
37.7513833,-122.2336808,Single-family Detached,1,1,1,7,4,1984,2.5,2184,204474,477106,681580,2001
37.7330917,-122.2490152,Single-family Detached,1,1,1,5,2,1995,2.0,1489,204592,477383,681975,2001
37.7687138,-122.2684682,Single-family Detached,1,1,2,6,2,1900,1.5,2171,204635,477483,682118,2001
37.7804792,-122.274228,Single-family Detached,1,1,1,7,4,1998,2.5,1860,205851,480319,686170,2001
37.7648986,-122.2542444,Single-family Detached,1,1,1,7,3,1895,2.0,2278,184374,510415,694789,2001
37.7359981,-122.2540893,Single-family Detached,1,1,1,7,3,1997,2.5,1458,210713,491665,702378,2001
37.769241,-122.2613787,Single-family Detached,1,1,2,9,4,1900,3.0,2841,211162,492465,703627,2001
37.7774342,-122.2650232,Single-family Detached,1,1,2,7,3,2006,3.0,2469,123591,587995,711586,2001
37.7433379,-122.2533138,Single-family Detached,1,1,1,7,3,1989,2.5,1736,213955,499229,713184,2001
37.7636258,-122.2579224,Single-family Detached,1,1,1,6,3,1960,2.0,2017,219472,512102,731574,2001
37.7423325,-122.2462898,Single-family Detached,1,1,1,9,4,1984,2.5,2337,222870,520031,742901,2001
37.7698731,-122.2841948,Single-family Detached,1,1,2,7,3,1987,2.5,2463,226908,529214,756122,2001
37.7619068,-122.2392653,Single-family Attached,1,3,2,14,8,1896,4.0,4129,241102,516648,757750,2001
37.7397104,-122.25872,Single-family Detached,1,1,1,8,4,1997,2.5,2450,227755,532159,759914,2001
37.7652544,-122.2320852,Single-family Detached,1,1,2,6,3,1930,2.0,1801,216792,559650,776442,2001
37.7754851,-122.2833699,Single-family Attached,2,3,2,14,5,1914,5.0,3754,188886,604449,793335,2001
37.7685039,-122.2546432,Single-family Detached,1,1,1,9,3,1894,4.0,3361,239725,559358,799083,2001
37.7660336,-122.2668731,Single-family Detached,1,1,1,10,5,1965,3.0,2129,241105,562579,803684,2001
37.7411153,-122.2552193,Single-family Detached,1,1,1,9,4,1989,3.0,2302,242930,564528,807458,2001
37.7581908,-122.2257911,Single-family Attached,1,2,1,8,4,1955,2.5,1752,245924,573824,819748,2001
37.7658591,-122.2287609,Single-family Detached,1,1,1,6,3,1939,1.5,1719,245924,573824,819748,2001
37.7598612,-122.2355866,Single-family Detached,1,1,2,6,3,1908,1.0,1830,247991,578646,826637,2001
37.7597169,-122.2323954,Single-family Detached,1,1,1,7,3,1910,1.0,1954,247991,578646,826637,2001
37.7597154,-122.2299577,Single-family Detached,1,1,2,6,3,1912,1.0,1828,250057,583468,833525,2001
37.7736103,-122.256593,Single-family Attached,1,2,3,17,9,1890,4.5,3580,250057,588160,838217,2001
37.7573501,-122.2256138,Single-family Detached,1,1,2,7,3,1947,2.0,2030,257084,599863,856947,2001
37.7443972,-122.2502118,Single-family Detached,1,1,1,9,4,1987,2.5,2473,263392,614582,877974,2001
37.769998,-122.258097,Single-family Attached,2,3,2,16,5,1915,4.0,3623,275546,606201,881747,2001
37.7679719,-122.2663709,Single-family Detached,1,1,1,5,2,1938,1.0,1343,267279,621356,888635,2001
37.7425402,-122.2578781,Single-family Detached,1,1,1,9,4,1990,3.0,2304,266634,622146,888780,2001
37.7574415,-122.2304452,Single-family Attached,2,2,1,9,4,1910,3.0,2478,247183,643305,890488,2001
37.7714943,-122.2503447,Single-family Attached,2,3,2,13,8,1933,4.0,3708,267849,624982,892831,2001
37.7476275,-122.2442733,Single-family Detached,1,1,1,10,5,1989,3.0,2744,272011,642540,914551,2001
37.7433271,-122.2592074,Single-family Detached,1,1,1,9,4,1991,3.0,2427,277575,647675,925250,2001
37.7389809,-122.2570804,Single-family Detached,1,1,1,8,4,1995,3.0,2202,280092,653319,933411,2001
37.7433541,-122.240196,Single-family Detached,1,1,1,8,3,1985,2.5,2197,281056,655799,936855,2001
37.7666618,-122.2582326,Single-family Detached,1,1,2,9,5,1898,2.5,2747,243131,695378,938509,2001
37.7536237,-122.2285393,Single-family Detached,1,1,1,7,3,1958,2.5,2373,281627,657130,938757,2001
37.766606,-122.265854,Single-family Detached,1,1,2,8,3,1910,3.5,2241,291757,684442,976199,2001
37.7615036,-122.2394869,Single-family Attached,1,3,2,0,7,1969,4.0,3996,303789,708842,1012631,2001
37.7776417,-122.2651672,Single-family Detached,1,0,2,10,4,2005,4.0,3438,205986,809282,1015268,2001
37.7437982,-122.2592517,Single-family Detached,1,1,1,9,4,1990,3.0,2299,876599,205734,1082333,2001
37.7564418,-122.2256582,Single-family Detached,1,1,2,7,3,1947,3.5,13137,255287,831447,1086734,2001
37.75947,-122.2278301,Single-family Detached,1,1,2,10,4,1925,3.0,2294,327761,764777,1092538,2001
37.7691133,-122.2669174,Single-family Detached,1,1,2,7,4,1890,3.0,2316,336854,785994,1122848,2001
37.74767,-122.248237,Single-family Detached,1,1,1,10,5,1989,3.0,2744,344436,803684,1148120,2001
37.7419586,-122.2572798,Single-family Detached,1,1,1,10,5,1997,4.0,3646,348318,812743,1161061,2001
37.7674252,-122.2624421,Single-family Detached,1,1,1,9,4,1915,3.0,2702,378186,882436,1260622,2001
37.746236,-122.2537126,Single-family Detached,1,1,3,11,4,1992,3.5,4042,416101,1000523,1416624,2001
37.7671511,-122.2639487,Single-family Detached,1,1,2,11,6,1925,2.5,4916,559202,1304805,1864007,2001
37.7734008,-122.2496246,Single-family Detached,1,1,1,4,2,1925,1.0,682,25108,15020,40128,2002
37.7598148,-122.2439188,Single-family Detached,1,1,1,5,2,1898,1.0,961,33403,11881,45284,2002
37.7565154,-122.2292042,Single-family Detached,1,1,2,5,3,1900,1.5,1552,32551,14318,46869,2002
37.763316,-122.244852,Single-family Detached,0,0,0,0,0,0,0.0,0,47275,0,47275,2002
37.7570181,-122.2424563,Single-family Detached,1,1,1,4,1,1922,1.0,888,30813,18746,49559,2002
37.7584472,-122.2479047,Single-family Detached,1,1,2,7,3,1906,2.0,1138,35123,21977,57100,2002
37.7731304,-122.2490152,Single-family Detached,1,1,2,5,2,1904,1.0,1164,44837,15917,60754,2002
37.774237,-122.258084,Single-family Detached,1,1,1,5,2,1910,1.5,1166,40577,21521,62098,2002
37.771789,-122.2815476,Single-family Detached,1,1,1,6,3,1915,1.0,1297,43940,19055,62995,2002
37.7755026,-122.2609435,Single-family Attached,1,2,0,0,0,1898,0.0,1786,44837,18607,63444,2002
37.7701477,-122.2461716,Single-family Detached,1,1,1,5,2,1890,1.0,1411,51338,14796,66134,2002
37.7604922,-122.2506106,Single-family Attached,1,2,2,7,3,1900,2.0,2070,47079,19504,66583,2002
37.7719571,-122.2584024,Single-family Detached,1,1,1,6,3,1902,1.5,1464,46595,20000,66595,2002
37.7432525,-122.2402846,Single-family Detached,1,1,0,0,0,1979,0.0,1756,20100,47700,67800,2002
37.772076,-122.249387,Single-family Detached,1,1,1,7,4,1908,1.0,1722,41698,26902,68600,2002
37.7702116,-122.271614,Single-family Detached,1,1,1,5,2,1914,1.0,1174,49321,20849,70170,2002
37.7580704,-122.2281404,Single-family Detached,1,1,1,5,2,1912,1.0,1223,45563,26922,72485,2002
37.7583244,-122.2389107,Single-family Detached,1,1,2,9,5,1895,2.0,2377,56270,17262,73532,2002
37.7579784,-122.2273425,Single-family Detached,1,1,1,6,3,1910,2.0,1438,54701,22418,77119,2002
37.7601515,-122.2482782,Single-family Detached,1,1,2,6,3,1882,2.0,2569,52235,25636,77871,2002
37.7650493,-122.2492368,Single-family Detached,1,1,2,7,4,1900,1.5,1961,60306,19504,79810,2002
37.762597,-122.2260128,Single-family Detached,1,1,1,6,2,1920,1.0,1515,60082,23539,83621,2002
37.7728676,-122.2868101,Single-family Detached,1,1,1,6,2,1927,2.0,1386,49340,35126,84466,2002
37.7656498,-122.2301793,Single-family Detached,1,1,1,6,3,1936,1.0,1502,49993,40353,90346,2002
37.7582964,-122.2265447,Single-family Detached,1,1,1,6,3,1941,1.0,1562,65686,24884,90570,2002
37.7532497,-122.2370936,Single-family Detached,1,1,1,6,3,1950,1.0,1262,44610,45984,90594,2002
37.7328533,-122.2433537,Townhouse,1,1,1,4,2,1969,2.0,1274,34524,56719,91243,2002
37.732181,-122.243179,Townhouse,1,1,2,7,4,1969,2.5,1751,25108,66583,91691,2002
37.7521781,-122.2362071,Single-family Detached,1,1,1,6,3,1954,2.0,1423,43716,50217,93933,2002
37.7579294,-122.2328165,Single-family Attached,2,2,1,9,3,1903,2.0,2253,56719,38560,95279,2002
37.761087,-122.2674491,Single-family Detached,1,1,1,5,3,1965,2.0,1485,44389,51338,95727,2002
37.7672958,-122.2596948,Single-family Detached,1,1,2,9,4,1910,1.0,2485,60306,35869,96175,2002
37.7324491,-122.2373529,Townhouse,1,1,2,7,4,1974,2.5,1716,29816,67256,97072,2002
37.7758426,-122.2587089,Single-family Detached,1,1,2,4,2,1897,1.0,879,73094,26195,99289,2002
37.751691,-122.2394613,Townhouse,1,1,2,7,4,1972,2.5,1557,47751,52459,100210,2002
37.7525524,-122.2386448,Single-family Detached,1,1,1,8,5,1949,2.0,1559,44362,56826,101188,2002
37.7748985,-122.2601823,Single-family Detached,1,1,1,9,3,1916,2.0,1915,34737,69672,104409,2002
37.7652058,-122.2300463,Single-family Detached,1,1,2,8,5,1938,2.0,2475,68307,40293,108600,2002
37.7739003,-122.2514969,Single-family Attached,1,2,2,10,4,1949,2.0,2679,46180,67319,113499,2002
37.7746524,-122.2674491,Single-family Detached,1,1,1,6,3,1898,1.5,1928,89572,24716,114288,2002
37.7624023,-122.2288496,Single-family Detached,1,1,1,7,3,1928,2.0,1602,33560,85958,119518,2002
37.7746299,-122.2592628,Single-family Detached,1,1,1,4,2,1910,1.0,820,36417,91043,127460,2002
37.7585221,-122.2479073,Single-family Detached,1,1,1,4,2,1910,1.0,1008,107492,20918,128410,2002
37.7622124,-122.2568146,Single-family Detached,1,1,1,7,4,1962,2.0,2130,49096,80258,129354,2002
37.742862,-122.246302,Single-family Detached,1,1,0,0,2,1979,2.0,1283,53407,76392,129799,2002
37.7728068,-122.2521963,Single-family Detached,1,1,1,4,2,1925,1.0,856,99621,32931,132552,2002
37.7723894,-122.2675377,Single-family Attached,1,4,2,16,8,1952,4.0,3460,63669,69946,133615,2002
37.7567394,-122.2476414,Single-family Detached,1,1,1,7,3,1937,2.0,2333,62061,73111,135172,2002
37.7649646,-122.2595176,Single-family Detached,1,1,1,8,4,1910,4.0,3307,98866,45734,144600,2002
37.7657057,-122.2393982,Single-family Detached,1,1,1,8,4,1890,1.0,1528,109672,35475,145147,2002
37.7609884,-122.2659426,Single-family Detached,1,1,1,7,3,1963,2.0,1909,44837,112780,157617,2002
37.7439955,-122.2533581,Single-family Detached,1,1,1,6,3,1989,2.0,1405,99981,60978,160959,2002
37.7784563,-122.2877847,Single-family Attached,1,3,1,4,1,1908,1.0,966,36689,126075,162764,2002
37.7330349,-122.2428096,Townhouse,1,1,2,4,2,1969,1.5,1240,56623,107669,164292,2002
37.772571,-122.259316,Single-family Detached,1,1,1,7,3,1922,2.0,1380,98719,74441,173160,2002
37.7598376,-122.2583655,Single-family Detached,1,1,2,8,6,1961,3.0,2467,44610,136279,180889,2002
37.7690828,-122.2365174,Single-family Detached,1,1,1,5,2,1905,1.0,1072,64503,141579,206082,2002
37.7563996,-122.2393539,Single-family Detached,1,1,1,6,3,1956,3.0,1951,90925,117967,208892,2002
37.7782399,-122.2685125,Single-family Detached,1,1,1,4,2,1941,1.0,763,63736,148469,212205,2002
37.7717636,-122.2804306,Single-family Attached,1,2,2,7,3,1900,2.0,1389,85694,128541,214235,2002
37.7340377,-122.2479627,Townhouse,1,1,2,6,3,1968,2.5,1584,81903,134024,215927,2002
37.7652531,-122.2613787,Single-family Detached,1,1,2,6,3,1930,1.5,2670,110991,106886,217877,2002
37.7594147,-122.2370492,Single-family Detached,1,1,1,5,2,1911,1.5,1360,68501,150980,219481,2002
37.7666524,-122.2293371,Single-family Detached,1,1,2,6,3,1940,2.5,1807,134209,89093,223302,2002
37.761525,-122.2579667,Single-family Detached,1,1,1,6,3,1959,2.0,1536,126297,97058,223355,2002
37.763056,-122.2563714,Single-family Detached,1,1,1,6,3,1961,2.0,1670,160646,64466,225112,2002
37.7539566,-122.2346559,Single-family Detached,1,1,1,6,3,1954,2.0,1215,70266,159741,230007,2002
37.7679519,-122.2459574,Single-family Detached,1,1,2,5,2,1889,1.0,1137,187042,44753,231795,2002
37.7722006,-122.27888,Single-family Detached,1,1,1,6,3,1896,2.0,1550,144544,91462,236006,2002
37.764509,-122.2667401,Single-family Detached,1,1,1,7,4,1963,2.0,1451,145813,97133,242946,2002
37.7352336,-122.2433038,Townhouse,1,1,2,6,4,1971,2.5,1766,86196,160078,246274,2002
37.773572,-122.2526934,Single-family Detached,1,1,1,4,1,1961,1.0,793,38941,207593,246534,2002
37.768524,-122.26679,Single-family Detached,1,1,1,6,3,1920,1.0,1366,200769,50433,251202,2002
37.7335815,-122.2354211,Townhouse,1,1,1,4,2,1973,2.0,1247,112912,139278,252190,2002
37.7729725,-122.2885378,Single-family Detached,1,1,1,6,3,1943,1.0,1010,76648,178846,255494,2002
37.7766372,-122.2646133,Single-family Detached,1,1,1,4,2,1910,1.0,840,77287,180337,257624,2002
37.7570546,-122.2350105,Single-family Detached,1,1,1,5,2,1919,1.0,1128,82648,178699,261347,2002
37.7666159,-122.2367833,Single-family Attached,1,2,1,6,2,1939,2.0,1106,55718,207086,262804,2002
37.771644,-122.2428995,Single-family Detached,1,1,1,4,2,1910,1.0,1038,79586,187708,267294,2002
37.7745466,-122.2818272,Single-family Detached,1,1,1,5,2,1924,1.0,1449,81719,191151,272870,2002
37.7682868,-122.2444949,Single-family Detached,1,1,1,6,2,1910,1.0,1566,85147,200132,285279,2002
37.7747836,-122.2578877,Single-family Detached,1,1,2,4,3,1920,2.0,1180,85598,199728,285326,2002
37.7736703,-122.2500234,Single-family Detached,1,1,2,0,6,1905,5.0,1425,87183,203429,290612,2002
37.7370071,-122.2491114,Single-family Detached,1,1,1,4,2,1989,2.0,1035,165064,125771,290835,2002
37.7365837,-122.249547,Single-family Detached,1,1,1,4,2,1989,1.5,1035,167123,126286,293409,2002
37.7587903,-122.2356753,Single-family Detached,1,1,2,6,3,1895,1.5,1405,224342,70638,294980,2002
37.7385681,-122.2466745,Townhouse,1,1,2,7,3,1979,2.5,1725,116535,179719,296254,2002
37.7444561,-122.2463562,Single-family Detached,1,1,0,0,0,1979,0.0,1503,112268,184730,296998,2002
37.7357509,-122.2360299,Single-family Detached,1,1,0,0,0,1980,0.0,1232,94721,202793,297514,2002
37.7760045,-122.2728989,Single-family Detached,1,1,1,5,2,1917,1.0,1277,89350,208483,297833,2002
37.7628315,-122.2427896,Single-family Detached,1,0,0,0,0,0,0.0,1927,297951,0,297951,2002
37.7724071,-122.2834432,Single-family Detached,1,1,1,4,1,1930,1.0,682,90081,210095,300176,2002
37.7295864,-122.2349661,Single-family Detached,1,1,1,5,3,1986,2.5,1626,120060,183790,303850,2002
37.7753036,-122.2563654,Single-family Detached,1,1,1,4,1,1923,1.0,761,91174,212739,303913,2002
37.773834,-122.254188,Single-family Attached,1,2,2,11,4,1896,4.0,3232,60054,247404,307458,2002
37.7616196,-122.2571691,Single-family Detached,1,1,1,6,3,1958,2.0,1634,96398,214219,310617,2002
37.7365415,-122.2457366,Townhouse,1,1,2,5,3,1966,1.5,1280,93730,218411,312141,2002
37.7735009,-122.2702405,Single-family Attached,1,3,2,14,5,1910,3.0,2408,94859,221337,316196,2002
37.7585064,-122.2370936,Single-family Detached,1,1,2,6,2,1916,1.0,1187,95035,221748,316783,2002
37.7645006,-122.2601823,Single-family Detached,1,1,2,7,4,1922,3.0,2741,250337,66545,316882,2002
37.7723757,-122.2666072,Single-family Attached,1,2,2,11,4,1895,2.0,2366,94956,222212,317168,2002
37.7574192,-122.2383345,Single-family Detached,1,1,1,4,2,1905,1.0,1187,95997,223739,319736,2002
37.732181,-122.2456472,Townhouse,1,1,1,4,2,1971,2.0,1274,96819,225652,322471,2002
37.7744095,-122.2549534,Single-family Detached,1,1,1,7,4,1916,5.0,1889,94605,227882,322487,2002
37.7743922,-122.2516692,Single-family Detached,1,1,2,11,5,1895,2.5,2278,96796,225857,322653,2002
37.7757429,-122.2651007,Single-family Detached,1,1,1,6,3,1906,2.0,1665,97677,227914,325591,2002
37.7413376,-122.2463119,Single-family Detached,1,1,0,6,3,1982,2.0,1753,140376,185653,326029,2002
37.7724095,-122.2514969,Single-family Detached,1,1,1,5,2,1925,1.0,920,98547,229945,328492,2002
37.7605513,-122.2462676,Single-family Detached,1,1,1,5,2,1920,1.0,1196,99423,231989,331412,2002
37.7589938,-122.2474774,Single-family Attached,1,2,1,8,3,1890,2.0,1387,95229,237432,332661,2002
37.744904,-122.2462623,Single-family Detached,1,1,0,0,0,1979,0.0,1891,125686,208046,333732,2002
37.7766424,-122.283251,Single-family Attached,1,4,2,19,8,1962,4.0,3110,77293,256642,333935,2002
37.7440484,-122.2447608,Single-family Detached,1,1,1,5,2,1985,2.0,1292,142650,192785,335435,2002
37.7293663,-122.2353207,Single-family Detached,1,1,1,6,4,1986,3.0,1714,156048,180154,336202,2002
37.765155,-122.2360742,Single-family Detached,1,1,1,5,3,1943,2.0,1151,80590,256177,336767,2002
37.7562161,-122.2447165,Single-family Detached,1,1,1,6,3,1926,1.5,1400,101055,235795,336850,2002
37.7750392,-122.2800762,Single-family Detached,1,1,1,6,3,1918,1.0,1394,101304,236377,337681,2002
37.7652275,-122.2386448,Single-family Detached,1,1,1,5,2,1918,1.0,1015,135073,202609,337682,2002
37.7716571,-122.2507879,Single-family Attached,1,2,0,0,0,1900,0.0,1866,102752,239754,342506,2002
37.7744243,-122.2744717,Single-family Detached,1,1,1,7,4,1908,2.0,2124,94605,248184,342789,2002
37.7413498,-122.2468216,Single-family Detached,1,1,0,6,3,1982,2.0,1757,178160,169078,347238,2002
37.7538283,-122.241304,Single-family Detached,1,1,1,5,2,1930,1.5,1309,105010,244680,349690,2002
37.745164,-122.2453813,Single-family Detached,1,1,1,6,3,1984,2.0,1522,133556,218805,352361,2002
37.7740259,-122.2886264,Single-family Detached,1,1,1,5,3,1944,1.0,1132,106522,248551,355073,2002
37.7762212,-122.2838862,Single-family Attached,1,3,2,11,5,1908,3.0,2109,142146,213379,355525,2002
37.7696632,-122.2698279,Single-family Detached,1,1,1,6,2,1915,2.0,1706,106869,249362,356231,2002
37.7640091,-122.2369366,Single-family Attached,1,2,1,8,2,1917,2.0,1700,106997,249661,356658,2002
37.7771115,-122.2650121,Single-family Detached,1,1,1,7,3,1930,2.0,1539,90706,266084,356790,2002
37.7744767,-122.2544847,Single-family Detached,1,1,1,5,2,1939,1.0,884,107262,253088,360350,2002
37.7352625,-122.2524386,Single-family Detached,1,1,1,7,3,1996,2.5,1458,108907,252144,361051,2002
37.7729921,-122.2510537,Single-family Detached,1,1,2,5,2,1918,1.0,1022,108848,253979,362827,2002
37.7752693,-122.2856582,Single-family Detached,1,1,1,6,3,1931,1.5,1374,109655,255863,365518,2002
37.7289151,-122.2349661,Single-family Detached,1,1,1,6,3,1987,2.0,1671,136322,229888,366210,2002
37.7615593,-122.2302679,Single-family Detached,1,1,1,6,3,1926,1.5,1374,119132,247696,366828,2002
37.7695672,-122.2434756,Single-family Detached,1,1,2,7,4,1870,2.0,2262,110672,258235,368907,2002
37.7353946,-122.2508765,Single-family Detached,1,1,1,5,3,1989,2.5,1525,102951,269903,372854,2002
37.7613814,-122.2656324,Single-family Detached,1,1,1,9,6,1963,4.0,2661,150989,222422,373411,2002
37.7761475,-122.2589305,Single-family Detached,1,1,1,5,2,1910,1.0,922,113461,264743,378204,2002
37.7552986,-122.2401517,Single-family Detached,1,1,1,6,2,1938,2.0,1416,106645,271780,378425,2002
37.7714407,-122.2667401,Single-family Attached,2,2,1,9,3,1890,2.0,2583,115260,268942,384202,2002
37.776224,-122.2896009,Single-family Detached,1,1,1,6,3,1967,2.0,1334,115938,270524,386462,2002
37.7606481,-122.2448827,Single-family Detached,1,1,1,5,2,1875,1.0,1312,113549,273022,386571,2002
37.7667178,-122.236921,Single-family Attached,1,2,1,6,2,1939,2.0,1268,116072,270835,386907,2002
37.7434913,-122.2426779,Single-family Detached,1,1,1,8,5,1985,2.5,2327,114233,274147,388380,2002
37.7757737,-122.2673162,Single-family Attached,1,2,2,8,2,1900,2.5,2773,117418,273695,391113,2002
37.773603,-122.2779496,Single-family Attached,2,4,2,18,6,1910,4.5,3887,348194,45844,394038,2002
37.767091,-122.2316863,Single-family Attached,1,2,1,9,3,1941,2.0,2103,118256,275931,394187,2002
37.7608713,-122.2374371,Single-family Detached,1,1,1,7,3,1935,5.0,1396,118256,275931,394187,2002
37.7618725,-122.2271652,Single-family Detached,1,1,1,4,2,1922,1.0,891,118257,275934,394191,2002
37.7297648,-122.2332819,Single-family Detached,1,1,1,6,3,1964,2.0,1436,118887,277403,396290,2002
37.7610602,-122.2343456,Single-family Detached,1,1,1,8,4,1935,2.5,2071,198634,198634,397268,2002
37.7321857,-122.2334149,Single-family Detached,1,1,2,8,4,1975,2.5,2083,120447,281044,401491,2002
37.7758606,-122.2599607,Single-family Detached,1,1,1,7,2,1908,2.0,1404,92778,308847,401625,2002
37.7761306,-122.2643691,Single-family Detached,1,1,2,5,3,1900,2.5,1975,121211,282826,404037,2002
37.7294216,-122.236606,Single-family Detached,1,1,1,5,3,1986,2.5,1377,121263,282949,404212,2002
37.7691477,-122.235908,Single-family Detached,1,1,2,6,3,1895,1.0,1494,121565,283653,405218,2002
37.7781909,-122.2722198,Single-family Detached,1,1,1,5,2,1905,1.0,946,121565,283653,405218,2002
37.7363174,-122.2522502,Single-family Detached,1,1,1,7,3,1995,2.5,1458,121761,284110,405871,2002
37.7737124,-122.2623867,Single-family Detached,1,1,2,6,2,1894,2.0,1348,122199,284986,407185,2002
37.7633889,-122.252261,Single-family Detached,1,1,2,7,3,1900,2.5,1968,136173,274439,410612,2002
37.7749957,-122.2584579,Single-family Detached,1,1,0,7,4,1896,2.0,1733,123513,288198,411711,2002
37.7357853,-122.2464222,Townhouse,1,1,2,5,3,1965,1.5,1280,123591,288380,411971,2002
