,macro_averaged_precision,micro_averaged_precision,macro_averaged_recall,micro_averaged_recall,macro_averaged_f1,micro_averaged_f1,cm,accuracy,eval_accuracy,eval_loss
0,0.012099023064643432,0.024010426535512563,0.013791306320205296,0.024010426535512563,0.01991086310225137,0.024010426535512563,"[[235.30490858 235.58573811]
 [ 72.12100942  73.06545011]]",0.024010426535512563,0.022529038,0.033608276
