,macro_averaged_precision,micro_averaged_precision,macro_averaged_recall,micro_averaged_recall,macro_averaged_f1,micro_averaged_f1,cm,accuracy,eval_accuracy,eval_loss
0,0.00025847294143009256,0.0005169458828601851,0.0,0.0005169458828601851,0.0002155006501174223,0.0005169458828601851,"[[4.06939799 0.        ]
 [4.06939799 0.        ]]",0.0005169458828601851,0.00047259263,7.833202e-05
