,macro_averaged_precision,micro_averaged_precision,macro_averaged_recall,micro_averaged_recall,macro_averaged_f1,micro_averaged_f1,cm,accuracy,eval_accuracy,eval_loss
0,0.2674786976235147,0.5349573952470295,0.5,0.5349573952470295,0.34741128078779704,0.5349573952470295,"[[4179.8    0. ]
 [3641.2    0. ]]",0.5349573952470295,0.5309451,0.6909394
